page,col,seq,彝文,IPA,直译,意译
259,L,3,九万配 3=,si33 tshi21kh13 nos,猎 狗 它 要 要,猎 狗 可 要 它
259,L,4,万 配 田 分,kh33 no 55 21 33 zi33 mp yD,它 要 不 得 呢,没 有 要 它 者
259,L,5,3 当万配H,si33 kh133 qhu21 Z04 no33,猎 人它 对 声,猎人大惊 呼
259,R,1,万廿 去,kh33 n033 qhu21 di2! ng33,它 对 声 的 也,惊 呼 声 过 去
259,R,2,7 又 GZ,tsiss SD21 tDss 4DSs D33,美 标 是 搁 呢,是 可 标 线 木
259,R,3,73,"tsiss 21 h33 SD""",、朴 美 标 品 灰 朴,树 杆 呈 灰 色
259,R,4,米,lu21 zi33 De33,龙 把 是 了 呢,找到 』了龙柄
260,L,1,飞 众 女,ob 31 bur44 ku's dz133 du33,回 返 匠 事 后,返 身 找 工 匠
260,L,2,飞2 众 效 Z#,ku dz133 A33 lu31 du33,匠 事 阿 勒 庭,阿 勒 工 匠 家
260,L,3,效 飞 分,A33 21 lur3 kur's le31 ZD,阿 勒 会 手 儿,阿 勒 工 匠 郎
260,R,1,效,ku 1i33 le31 A33 lur33,会 手 阿 勒 来,艺 高 郎 阿 勒
260,R,2,西 3E 科,dle31 xw 44 da 44 mx 44 de21,劈 铁 断 铁 打,打 劈 具 断 具
260,R,3,科,dzi44 44 44 de21 mx X021 xu,砍 铁 修 铁 打,打 砍 具 修 具
261,L,1,7 ? h,si44 dzi44 fess 1044 dza 31,树 砍 岩 石 甩,砍 声 如 砸 石
261,L,2,7 口 忘,si44 bu44 bu21 lu33 t4u33,木 屑 蝴 蝶 飞,飞 木 屑 似 蝶
261,L,3,7 子 灶,bu² tsoss mu²1 du2!,树 倒 春 雷 打,树 倒 若 春 雷
261,L,4,3E 每 又,da 44 tc1ss mu tDSs,些 断 些 做 搁,边 断 边 移 旁
261,R,1,IM 班专与,th121 thu3tche21 mi²1 ni²!,截破 二 块,筒 破 两 板 一
261,R,2,与 W,ni21 mi2l tch@21 diss mi²1,二 块 破 四 块,两 板 破 四 板
261,R,3,去 O 飞 日,ne 33 4D33 V133 1033,春 中 三 月 当,春 三 月 中
261,R,4,日 面 O,tsho211033 sur's 4D33,先 处 三 月 晒,先 晒 三 个 月
261,R,5,田 #,"tshu33 tc""E"" h33 33 mp tsiss",发 丝 大 不 裂,丝裂 纹 无 发
262,L,1,7世 子 面 O,G133 mu21 sms 4D33 t144,月 淋 夏 天 三,雨 淋 三 个 月
262,L,2,20 A 車田,"h33 1e88 mD21 ts""D”",针 眼 大 不 炸,无 针 眼 炸 缝
262,L,3,马 西 每,dzax SD21 mx 44 dle31 mu33,标 线 铁 劈 做,弹 线 直 劈
262,L,4,分 效,A33 lu33 kurss le31,阿 勒 会 手 儿,阿 勒 N 工 匠
262,R,1,用 勿 WI Y,siss np 33 th121 tche33 du²1,先 前 根 挖 一,选 一 掘 地 试
262,R,2,口 田,b121 lu33 dur2! mp 21,城 放 不 给 呢,打 城 门 不 开
263,L,1,光,nip33 nw 33 mu33 siss,头 处 湿 的 血,梭 尖 沾 湿 血
263,L,2,A 九 3,4u33 ng33 si33 t133 dlur33,银 与 金 装 进,金 银 来 歉 赎
263,L,3,田,zi33 mp 21 b121 b121,我 不 给 呢 给,宝 梭 选 人 给
263,L,4,y 分,tsh;33 q8.31 dzi21 ZD21 b121,衙 役 官 儿 给,给 官 府 衙 役
263,R,1,3= π 目,si33 si33 dzi²1 t$033 ni33,守 守 司 官 在 日,护 官 履 职 卫
263,R,2,π 分 G 西,dzi21 ZD21 fess ms 21 tD33,官 儿 案 电 起,官 电 案 N 日
263,R,3,G,fess fess muss dze21 su21,案 审 案 将 梭,护 电 案 行 刑
263,R,4,π WI 天,th21 ni33 dzi2l me31 do44,官 兵 出 一 日,官 府 出 兵 日
263,R,5,片 Z 半,si33 ob 44 phi21 Zu dze?,里 守 板 使 梭,护 衙 升 堂 梭
264,L,1,九4九 特,ku33 tsh133ku33 33 tca 55 gD,九 十九 仗 干,打 九 十 九 仗
264,L,2,九4九 司,kw33 tsh133 kw 33,九十九 冲 里,九 冏十九 山 冲
264,L,3,中 π,ku3 tsh12 ku*s mp33 dzi21,九 十九 个 指,戳 向九 十 九
264,L,4,π MI 田 光,th121 dzi21 mp dy31,刺 枝 果 不 结,刺 枝 不 结 果
264,L,5,π,dzi²1 le31 qhe44 1$133 VD 33,官 手 强 真 吗,官 果 武 艺 强
264,R,1,半H分 去,ITP dze²qu²1 YD tsi33,梭声 力 真 的,加 以 梭 锋 利
264,R,2,目 3= WI 每,1$03 15033 mu 33 th21 nij33,在 在 做 一 日,在 世 日 如 此
264,R,3,田 π 专,mp21 dzi21 si33 tshi33 tho33,不 幸 别人 脚 底,亡 日 人 脚 下
264,R,4,田 ZZ,21 44 mD md le31 eemp,不 反 手 魂 人,梭 标 不 易 手
264,R,5,田 π,mp 21 ob dzi2l 0i3,不 甘 官 死 日,官 不 幸 死 日
265,L,1,π 天,dzi21 55 33 th21 ni33 np gu,官 阴 进 一 日,官 人 阴 间 日
265,L,2,官 人 阴 间 日,thu33 dze21 1031,阴 戳 阴 梭 成,成为 戳 阴 梭
265,L,3,办4 WI %,tsh121 tsh33 th121 21 mX,十 狗 一 肉 骨,十 狗 争 一 骨
265,L,4,飞 飞田,ng33 tch133mp21 du33,我 也 它 不 碰,我不去碰
265,R,1,尔 女,tgh33thp21 33 nu33 ne33 np,你 也 它 莫 问,你 也 莫 问 它
265,R,2,分 九 IM,33 th121 tohe33 yD ng33 tu4,后 也 一 杆 握,后 来 抓 一 杆
265,R,3,已 众 十,ob 31 pu kurs dz133 tu4,回 返 匠 家 握,折 回 匠 家 拿
265,R,4,田 空,dla44 th121 tche33 mD21 !'2,不： 好 二 杆 拿,挑 一 杆 良 梭
266,L,1,口 ZZ,"ts4 1p33 lu33 2.,133 dlur'",插 了 城 水 进,挑 兵 城 河 人
266,L,2,专 日 田,mp 21 b121 si33 1033 b121,不 给 它 处 给,送 梭 不 给 别
266,L,3,7 九 半 分,du33 nge3 muss b121 ZD21,后 也 将 儿 给,此 梭 送 将 官
266,L,4,田 半 目 天,si33 ni33 mp 21 ssnu t5033,不 死 将 在 日,将 在 阳 间 日
266,R,1,将 官 行 刑 法,khD21 tsi33 kD²zu²1 dze2,拷 驮 拷 使 梭,行 刑 N 梭 标
266,R,2,半,me3 do44 th121 ni33,将 兵 出 一 日,将 率 兵 出 征
266,R,3,子,si33 ph121 mz dze? .,魂 守 板 使 梭,鼓 气 执 法 梭
266,R,4,700 工 O0L 半 7科,si21 si21 ts133 dze21 de33,七 十 七 梭 打,打七 十七 梭
267,L,1,工 200 X,si21 33 ts133 tcia 55 gD,七 十 七 仗 干,打 七 十 七 仗
267,L,2,700 200,si21 si21 ts133 2.04 dy31,七 十 七 人 戴,七 十 七 戴 帽
267,L,3,700 田,si21 ts133 0.55 be33 mD21,蓬 七 十 头 不,七 十 发 不 乱
267,L,4,ZW田 4,tshu33th121 tche33 1x44 mp,发 一 根 不 动,不 掉 一 根 发
267,L,5,半,qe44 mss le31 tsi33 VD 33,将 手 强 真 吗,将 果武 艺 强
267,R,1,半3 分 去,dze²qu21 21 yD t5i33,梭 声 力 真 的,加 以 梭 锐 利
267,R,2,目 3=,t$033 t$033 mu33 th121 ni33,在 在 的 一 日,在 世 日 如 此
267,R,3,田 π 柔,dzi21 zi33 tsh:33,底 不 幸 呢 脚,亡 日 人 脚 下
268,L,1,半 半,55 mu np gu dz8,将 死 阴 人 梭,梭 标 带 阴 间
268,L,2,3=,nu33 tshu33 055 be33 be33,你发 头 蓬 蓬,你发 乱 麻 麻
268,L,3,IM 分 九 万,th121 33 kh133 ku33 YD ne33,一 身 得 也 它,全 身 不 整 齐
268,L,4,万雨 女 分,thp21 nu33 kh33 np 33 yD 33,你 它 莫 问 得,你莫 探 问 它
268,R,1,勿 IM 不 小,33 33 th21 yD np xur²1 du33,后 来 一 次 挖,后 再 掘 试 梭
268,R,2,住 众 Y,md 44 tsi33 dz133 du21,回 返 院 坝 挖,返 回 院 坝 掘
268,R,3,口,lu33 du33 th121tche33 du²1,城 放 一 杆 挖,试 一 出 城 梭
268,R,4,Z W,si33 phe4 ne44 1iss nu 33,看 主 四 面 湿,兵 守 四 溅 血
269,L,1,分 国 ZZ,thu33 33 33 XD 3G Z133 dlur,刺 得 斜 水 人,刺 翻 城 池 中
269,L,2,田 专 日,mp 21 b121 si33 1033 b121,不 给 别人 处 给,选 梭 送 给 人
269,L,3,台 h,si21 0.55 4i33 dza31x 44 mx,果 头 风 摧 勤,木 梢 风 袭 勤
269,L,4,不 分,44 mx $OSS D133 ZD b121,赫 硕 毕 儿 给,给 赫 硕 毕 摩
269,R,1,不 HWI 天,"thw3 th121 ni33 p133 n1,s",毕 邪 点 一 日,做 法 事 之 日
269,R,2,不 不,qhe44 p133 ts133 p133 VD3,毕 强 毕 真 吗,毕 摩 法 术 高
269,R,3,不 Wi 田,th33 33 21 du33 mp mp,毕 处 母 不 误,法 事 皆 不 误
269,R,4,半列 分 去,dze²qhu21 yD 21 tsi33,梭 声 力 真 的,加 以 梭 锐 利
270,L,1,目 3= 每 WI,th21 t$033 $033 mu33 0i3,在 在 的 一 日,在 世 如 此 日
270,L,2,田 π 三,mD21 dzi²l tsh:33 tho33,幸 呢 脚 底 不,亡 日 人 脚 底
270,L,3,田 日 ZZ,21 44 le31 dur33 mp pu 1033,不 反 手 处 人,梭 标 不 易 手
270,L,4,不,p133 aG 55 $i33 dze,毕 死 阴 进 梭,将 梭 带 阴 间
270,R,1,4 WI 日,tsh33 kD33 th133 1033 vass,万 十 与 处 处,成 千 成 万 间
270,R,2,九 万 田,33 kh33 ng33 mD2l du33,我 也 它 不 碰,我 它 也 不 碰
270,R,3,Z4 九 女,nu33 ne33 kh33thD21 nD33,你 也 它 莫 问,你 也 莫 问 它
271,L,1,分 九,yD 33 ne33 th121t tChedze,杆梭 后 也 一,后 备 一 杆 梭
271,L,2,众 Z#,21 44 kurss dz133 du33 qo md,回 返 匠 房 处,返 回 工 匠 家
271,L,3,口,"z,133 lu33 dur33 th12i tche33",城 放 一 杆 拿,选 破 城 梭 一
271,L,4,Z 与,44 si33 phe31 33 ne ni21 nu,看 主 二 面 湿,守兵 二 溅 血
271,R,1,分,thu33 ka31 zi33 dlu3,刺 得 水 进 扛,刺 死 扛 甩 池
271,R,2,田,55 21 b121 zi33 b121 Z.O mp,我 不 给 呢 给,良 梭 送 与 人
271,R,3,灶 九 Z4 分,du²1 ne33 t4u33 ZD21 b121,阳 也 人 儿 给,送 给 间 人 阳
271,R,4,田 Z4 目 天,mp 21 t4u33 tS03 ni33,不 死 人 在 日,在 阳 世 之 人
271,R,5,在 阳 世 之 人,Z4 nI,een th21 ni33 m133 120b,人 地 耕 一 日
271,R,6,Z4 nI,een th21 ni33 m133 120b,人 地 耕 一 日,耕 地 N 时 日
272,L,1,4W 天,kD²1 th21 ni33 tsiss,人 地 遇 一 日,种 地 之 时 日
272,L,2,米 米,Zzi144 dz121 tsD33 2i44 dze21,畜 魂 粮 魂 梭,护 畜 护 梭 粮
272,L,3,护 畜 护 梭 粮,ni²1 b1²1 dza44 dle44 tD33,彝 散 贼 坏 起,匪 害 彝 乡 时
272,L,4,%,dza t4133 dza XD21 dze,贼 追 贼 杀 梭,追 贼 杀 贼 梭
272,R,1,tQ 日,55 he33 1033 np m133 ny33,阴 地 你 房 处,阴 间 之 你 房
272,R,2,阴 间 之 你 房,tQ A 正 Z4,nu33 he33 4u33 qD 33 du21,你 房 银 门 槛
272,R,3,tQ A 正 Z4,nu33 he33 4u33 qD 33 du21,你 房 银 门 槛,你 房 银 门 槛
272,R,4,3 Z4 日 A 女,4u33 du21 si33 du21 10 33,银 槛 金 槛 处,银 槛 与 金 槛
272,R,5,t 3,he33 33 p1ss dze qD,房 守 门 关 梭,看 家 护 院 梭
272,R,6,Z4 IU 天,th121 ni33 t4u33 me31 do44,人 兵 出 一 日,人 出兵 之 日
273,L,1,半,ph21 qo 33 toss dze 21,亲 护 板 使 梭,护 亲 执 法 梭
273,L,2,面,ms tsh133s tciass 33 gp,冏三 仗 三 十 干,打 三 十 三 仗
273,L,3,打 三 十 三 仗,tsh133 sw 3 su dze21 kD33,三 十 冏三 梭 过,过 三 十 三 招
273,L,4,面 田 (,tsh133 ms 33 mD21 du33,三 十 三 不 误,三 十 三 不 失
273,L,5,4 田,t4u44 th133 mD 33 mp du33,人 处 不 误,阳间 不失 母
273,R,1,Z4h,qe44 t4u33 le31 tsi33 VD 33,人 手 强 真 吗,人 果 武 艺 强
273,R,2,半工分 去,dze² qu21 YD tsi33 di21,梭 真 的 口 力,加 以 梭 锐 利
273,R,3,目 3= 每,th21 ni33 t$03 t$033 mu33,在 在 做 一 日,在 阳 世 N 日
273,R,4,Z,si33 thp21 h44 D_S,灵 牌 莫 旁过,灵 母 牌 不 及
273,R,5,子 专 日 ZZ,si33 si33 le31 1033 dur3,死 主 手 进 处,死 神 控 手 中国
274,L,1,田 Z4,mD²1 si33 t4u33 ni33,不 人 死 死 日,至 人 死 之 日
274,L,2,日 Z WI 天,th21 np 55 1033 m6 33 ni33,阴 处 进 一 日,人 阴 间 之 日
274,L,3,长 日,DD's thu33 aG 55 dze21 1031,阴 戳 阴 梭 成,成 为 戳 阴 梭
274,R,1,%,tshi21 tsh133 th121 XD² 21 2m8,狗 一 肉 骨 十,十 狗 争 一 骨
274,R,2,4 WI,nu3 tsu3 th33 33 pe mb,你 发 掉 处 完,你 发 会 揪 光
274,R,3,I 十,th21 Vass tsh33 kD33 tu33,万 十 加 一 千,成 千 与 成 万
274,R,4,飞 口,133 dZe nu 33 b121 D33,我 来 梭 你 给,我 给 你 梭 标
274,R,5,飞④ 必 Z4 日,33 du31 nu33 1033 b121 np,我 处 你 处 给,我 均 送 与 你
275,L,1,亏 田,phu21 ni33 mp tsur mp 21,祖 日 不 双 及,亡 灵 不 成 双
275,L,2,正 X 正,toh33 3G 33 tsiss qD 33,他 呢 是 独 因,他 独 一 人 行
275,L,3,3=,"z,133 bu33 du²1 lur33 lur33",水 肩 挖 在 在,用 梭 水 岸 掘
275,L,4,日 WI,tsh;33 th121 ni33 nD 55 1033,阴 处 到 一 日,至 阴 间 之 日
275,R,1,Z 7开 专,V133 1p33 dzi21 zi33 dZe2,拿 了 钱 主 梭,用 梭 护 钱 财
275,R,2,Z Z 卉,ID33 ob 21 si33 tu33,拿 了 耕 主 告,用 梭 护 庄 禾
275,R,3,T 日 WI 天,1033 Ze31 th121 ni33 1eOb,罩 处 下 一 日,盖 了 下 之 日
275,R,4,H WI,th21 ni33 to4 ID33,抵 了 下 一 日,抵 了 下 之 日
275,R,5,全 日 全 WI 天,de44 1033 de44 th121 ni33,上 处 上 一 日,往 冏上黃 登 之 日
276,L,1,日 IM全 天,si33 th121 1033 de44 ni33,死 处 上 一 日,登 亡 界 之 日
276,L,2,荟 π,"t4ess ne44 dzi21 le31 tG""e h33",鹰 黑 官 旁 上,黑 鹰 落 客官旁
276,L,3,w 每 W 70,"lu55 mu33 lur's z,i33 tshi21",喜 的 喜 去 吧,愉 快 往 前 去
276,L,4,7 州,si44 9031 t4ess ne 44 hy31,木 弯 鹰 黑 站,弯 树 鹰 立 黑
276,L,5,万 焱 日 单,"kh133 1033 hy31 2,133 A33",那 里 站 去 啊,去 那 里 栖 息
276,R,1,,XX3V,"si21 tsi""s thu33thu33 dz133",别人 遇 话 话 先
276,R,2,XX3V,"si21 tsi""s thu33thu33 dz133",别人 遇 话 话 先,先 前 N 故 话
276,R,3,Q Z,m133 tho21 2133 ne4,汉 地 纸 张 鸟,似 汉 地 纸 鸟
276,R,4,7开 日 学,th21 dz.i21 nu3 1033 t4ur33,一 章 你 处 飞,章 诵 与你
279,L,1,水,h44 pD du31,布 处,织 布
279,L,2,织 布,dlp²1 Z.u21 1044 tshi33 bu33,石脚拢 蜂 聚,蜂群聚崖巢②
279,L,3,九面子,tshi21 121 eems mu21 m133,户 夜天 今 夜,祭 奠之 今 夜
279,L,4,感 企 IM ZZ,121 m133 133 th121 he31,今 夜这 一 夜,节 今 夜这 时
279,R,1,溯 月源,A21 bo33 hx31 si33 DD33,故我站主 亡,人 亡 我主仪
279,R,2,Z 与 π,hy31 si33 33 ni21 np dzi21,站 主 我 两 官,司 仪 我 俩人
279,R,3,Dz,n1²1 le31 phD33 da4 dzD²,葬 手布裁须,彝裁布挂须
280,L,1,形E Q,le31 bu²1 da44 thw33 SO4,汉 手 断 绸 裁,汉 裁 绸 口 齐
280,L,2,田 # 田 #,21 ts133 21 33 mp mp ts133 mu,不 剩 不 剩 的,依 次 不 剩 诵
280,L,3,7开 #天 米,"th2 dz,i21 tDss 1Dss",一 章 剩 搁 着,递 次 诵 遗 经
280,L,4,递 次 诵 遗 经,kho21 1o21 $0.$5 2133 nu33,柯 兴 硕 日 奴,柯 兴 硕 日 奴
280,L,5,女,tche? mu3 33 33 1h33 1D33 np,聪 的 听 来 吧,耳 聪 来 听 吧
280,R,1,号 至次 至 Z:,433 0.55 si33 4e33 me33,林 尾 头 它 林,森 林 头 尾 接
280,R,2,3E 分 众,"h33 da44 33 h33 de133 p""D yD"" p""D",布 断 与 布 先,织 布 N 来 历
280,R,3,WI 7开 #,th121 si55 dzi21 1D33,一 章 剩 像 啊,尚 遗 此 章 经
280,R,4,3 Z,"9055 $i33 si33 sur's p""D h21",果 诗 他 三 父,果 诗 三 父 子
281,L,1,# 田,4e33 dzi44 xu 44 mp²1 t$033,林 砍 铁 不 有,砍 林 没 有 刀
281,L,2,子,renut yo 31 mx 44h33 dzo21,天 际 铁 灰 处,天 庭 冶 铁 处
281,L,3,X 全 万 日,kh133 1033 tsh;33 Z05,我 找 那 里 到,寻 铁 至 那 里
281,L,4,π 签,A21 1x44 kuss dzi21 ge31,阿 勒 匠 官 找,找 阿 勒 铁 匠
281,L,5,飞,tsh:33 kuss le31 m 44 1D33,会 手 叫 了 到,请来 了 铁 匠
281,R,1,至 每 科,4e33 mx mu dg21,林 砍 铁 做 打,打 制 砍 林 刀
281,R,2,至 苏 牛 九,1e33 dzi44 t$o 33 xw ne3,林 砍 铁 有 也,虽 已 有 砍 刀
281,R,3,至 田 m,4e33 d33 mp²1 13033,林 放 地 不 有,尚 无 火 地 种
281,R,4,中 Z,"si33 ob 55 ms 55 p""D h21",果 诗 他 三 父,子 果 诗三父
282,L,1,,ne31 tD33 tshi21 ku33 dzp²1,早 起 早饭 做 吃,饭 凌 晨 吃 早
282,L,2,众 用,t5033 dy21 eSs d2133 si55s,穿 戴 腋 夹 下,衣 帽 腋 下 夹
282,L,3,五 日 飞,le31 1033 V133 m1²1,腰 刀 手 处 拿,刀 具 手 上 拿
282,L,4,田 N. 电 九,mp tshi33 tu33 ne33 tsh;33,不 到 地 也 到,四 处 去 寻找
282,R,1,NI 分 N.,tsh;33 dzi21 th33 ZD 21,执 提 昆 明 到,明 至 执 提 昆
282,R,2,灶 至,ob 55 ne 44 du²1 de33 ZD21,昆 明 黑 黛 林,昆 明 黑 黛 林
282,R,3,田 万雨,tsh;33 kh33 thp2i Z.0.'s mp,我 不 到 以 前,我 未 至 之 前
282,R,4,万 九 田,kh33 33 ng.33 me do.5,也 名 不 出,此 名 声 地 无
282,R,5,举 A,tsho21 si21 lu²1 dlp21 tsh:33,行 走 澄 江 到,行 走 至 澄 江
283,L,1,? 弧至,lu²1 dlp21 4e33 1044,澄 江 石 丛 林,澄 江 石 丛 林
283,L,2,万 生,kh133 tsh:33 $0$s si21 SD33,我 年 它 找 到,寻 林 至 此 地
283,L,3,举 见州,tsho21 si21 du²1 tsh:33 pu,行 走 至 宜 良,行 走 至 宜 良
283,L,4,万 九 田,kh33 ng33 me 33 mp 21 do44,它 也 名 不 出,它亦 无名 气
283,R,1,W 又 众,tshp² dzp21 10.55 dz133 tDss,盐 吃 漱 院 搁,漱 口 吐 盐 水
283,R,2,众众 去,40.5 dz133 tshD21 niss ng33,漱 院 盐 嘴 美,嘴 尝 盐 味 美
283,R,3,去 介 中,33 tsh:33 m133 mp ho33,楠 密 玛 霍 到,到 楠 密 玛霍
284,L,1,全万 日,"kh,33 tsh;33 $D33 1033",我 找 到 那 里,寻 要 到 那 里
284,L,2,万 九 田,"ne33 kh,33 me 33 mp 21 do44",它 也 名 不 出,它 亦 不 出 名
284,L,3,田 电 日,tsh:33 tu33 1033 tsh:33 mD21,不 到 地 处 到,四 处 去 找
284,L,4,子 口 田,m21 lu33 tsh:33 noss VD21,弥 勒 诺 罔 到,至 弥 勒 诺 罔
284,L,5,万 九 芒,"kh,33 ng33 do44 be4",它 也 名 出 说,据 说 有 名 很
284,R,1,全,si21 kh133 33 tsh:33 as,我 们 它 找 到,寻 找 到 此 地
284,R,2,五 万 田,do44 kh33 mp 21 ne 33,名 出 它 不 是,却 也 无 名 声
284,R,3,却 也 无 名 声,tsh033 si21 tsh021 88 44 mu33,行 行 做 走 走,一 程 又 一 程
284,R,4,Z 米,kD31 si44 121 tsh:33,泸 西 虎 叫·到,泸 西 虎 啸 山
285,L,1,全,ne44 1p33 55 1D33 33 mG SD,看 了 望 了 找,一 路 远 眺 望
285,L,2,效 分,A33 pu33 1D33 mu33,哥 哥 与 老 木,哥 哥 老 木 哨
285,L,3,分 世,1p21 mu33 yD 33 ni44,老 木 与 宜 政,老 木 哨 宜 政
285,L,4,# 4 至,44 44 4i33 4e33 tsx mx,宜 寨 黑 舒 山,宜 寨 黑 舒 山
285,L,5,万 九 田,"kh,33 33 ne33 me mp²1 do4",它 也 名 不 出,它也无名声
285,R,1,益,tsh021 si21 33 44 mu33 t$D,行 走 找 走 做,一 路 去 寻 找
285,R,2,田 电,tsh:33 tsh33 Z0's mD21,我 不 到 地 到,四 处 去 寻 找
285,R,3,荟 至,t4ess 44 4833 ne44 tshi33,寨 黑 林 黑 到,寨 黑 黑 山 林
285,R,4,万 四,kh133 33 ng33 mg33 do4 ne,它 也 名 出 是,名声天下扬
286,L,1,3 Z,"si33 55 h21 p""D",果 诗 他 三 父,果 诗 三 父 子
286,L,2,女 WI 苏,th21 th21 mp33 1o21 dzi4,一 个 一 凹 砍,每 人 砍 → 凹
286,L,3,面,ms 55 phD²l ku*s 1o21 dlp33,三 父 九 凹 成,父 子 砍 三 凹
286,L,4,与 与 工 五,"ni²1 dz,033 ni²1 ts133",二 轮 二 十 五,二 轮 二 十 五
286,R,1,与 # 五 目 亏,ts133 55 kh031 ni33 np,二 十 五 六 天,二 十 五 六 天
286,R,2,司 万 日 #,kh33 t$033 1033 Di4,我 转 那 看,返 回 到 此 看
286,R,3,易 7 九,siss b121 si44 ne33 fe33,草 杂 木 也 干,树 木 杂 草 干
287,L,1,五π Z,kur*s si33 lu²1,格 资 神 龙 闪,格 资 闪 电 龙
287,L,2,M 住,phe21 ni4 tsi33,火 煽 火 红 迎,煽 火 火 苗 窜
287,L,3,万 日 7.0 分,kh133 1033 ID33 yD 33,那 里 借 了 获,其 处 借 来 火
287,L,4,亏 丑,ni33 4e33 ngss De,日 美 我 林 烧,择 吉 日 烧 林
287,L,5,WI 面 正,th21 mD33 55 t4D33 na 55 su,一 人 三 块 烧,每 人 烧 三 块
287,R,1,IM 里,kur's t4D33 th21 P nass,九 块 片 成 一,九 块 连 一 片
287,R,2,日,"EP 1033 pe3khD21 k""D21",地 处 灰朴 、朴,地 烧 成 灰 冏白
287,R,3,π 全,kur's dzi2l le31 kur*s,格 资 手 会 找,找来格 资 匠
288,L,1,T 74,du21 q04 de21 m33 mu33,地 挖 锄 做 打,打 制 挖 地 锄
288,L,2,企 九 T 分,q0* m33 du21 ng33 yD 33,地 挖 也 锄 获,挖 有 锄 头 地
288,L,3,nI 車 小 中 面,tsD33 th21 ms 55 du21,个 三 块 挖 一,一 人 挖 三 块
288,L,4,IM 分,phD²1 th121 d33 sw YD,三 父 一 片 获,三 人 挖 一 片
288,L,5,企 Y,Z0.5 m133 du21 1D33 mb,我 地 挖 了 完,耕地 挖完 毕
288,R,1,万 丑,21 kh133 1h3 siss ne ms,她 来 种 良 收,她 处 有 良 种
288,R,2,4,33 si5s 1D33 tsh33 ne2i,种 良 放 了 下,良 种 她 下 发
288,R,3,分 天,33 siss 33 siss yD,鸡嗦 种 与 嗑松 种,鸡 嗦 木 嗑 松
289,L,1,分 中,siss siss bu21 YD mp 33,野竹 种 与 金竹 种,野 种 竹 金 竹
289,L,2,分 W,zi33 YD 33 tsiss siss,大麦 种 与 麻 种,大 麦 与 麻 种
289,L,3,面 700 三 分,55 si21 kh031 33 ms YD,三 类 六 处 种,三 类 六 样 种
289,L,4,开 分,siss ne 21 YD 33 mb 33,种 良 我 获 完,良种齐 到 位
289,R,1,7 亏 丑,siss do21 Di33 ne21,种 点 日 吉 找,择 吉 日 播 种
289,R,2,中 面,tshD33 th121 mp 33 ms 55 do21,一 人 三 块 点,每 人 点 三 丘
289,R,3,西子介,"s 55h21 th121 p""D m13",父 地 片 三 一,父 子 三 连 片
289,R,4,父 子 三 连 片,siss do21 1D33 33 mb,我 种 点 了 完,良 种 点 完 毕
290,L,1,W # 田 不,S121 tsiss nu 21 ni44 mp 21,麻 长 绿 不 茵,麻 苗 不 茵 绿
290,L,2,效 7 去 田,A21 m33 dr²1 mp 21 sa 55,什 么 的 不 知,不 知 何 如 此
290,L,3,W A,tsiss 21 1h33 thi44 mu (SD33,麻 出 麻雀 来 扒,麻 雀 啄 麻 籽
290,L,4,中 3 Z,"si33 sw? p""D h21",果 诗 他 三 父,果 诗 父 子 仁
290,R,1,丑,VD 33 nei kus tshi33 tyss,网 良 _九 拢 织,织 出 九 张 网
290,R,2,必 # 企,ku33 ID33 ts133 m133 te33,做 了 边 地 支,网 支 麻 地 边
290,R,3,W 田 3= #,tsiss ne 33 lu²1 lu²1 ni44,麻 都 全 全 绿,麻 苗 绿 茵茵
290,R,4,A 目 200 面,"ms dz.o""3 su tsh133 si21",三 轮 三 十 七,三十七 三 轮
291,L,1,W A 不 3=,S121 tsiss S121,麻 长 笑 盈 盈,麻 苗 茁 而 壮
291,L,2,WI 面 車 际,"th21 h33 ts04 mp ms 55 ts""D”",一 人 三 丘 锄,一 人 锄 三 丘
291,R,1,7世 O Z 光,33 sss 4D33 VI33 nD,夏 三 月 当 中,夏 季 三 月 里
291,R,2,W #,"ni44 zi33 tsiss 1,33",我 麻 看 来 呢,来 地 里 看 麻
291,R,3,W #,tsiss ZO fe5s bu33 4021,麻 长 崖 肩 撩,麻 高 齐 崖 顶
291,R,4,W A 住 4 3=,tsiss 4u33 tsi33 t4u44 t4u44,麻 白 棵 密 密,秆 灰 白 密 密
292,L,1,3E 中 来,th121 mD33 kurss da 44,一 人 九 堆 砍,每 人 砍 九 堆
292,L,2,面 U W 3E,su 55 mD33 tsiss da4 33 mb,三 母 麻 砍 完,母 女 砍 完 麻
292,R,1,Z4 分 ZZ7 亏,ni33 du33 he31 kur's,后 来 八 九 天,往 后 八 九 天
292,R,2,W A,"phe33 k""p21 tsiss fe33 4u33",麻 秆 灰 白 淡,麻 秆 呈 灰 白
292,R,3,W 田,tsiss t14 xw mp 33,麻 泡 池 不 有,没 有 泡 麻 池
293,L,1,W 与 九,IeP Z0 55 tsiss t14,我 麻 泡 可 也,麻 干 已 能 泡
293,L,2,W 田,tsiss t144 mp bu33,麻 泡 池 不 有,但 没 泡 麻 池
293,L,3,O 去 万 200,"44 kh,33 si21 mx",池 良 的 那 些,要 寻 到 良 池
293,R,1,举 晃,tsho21 si21 tsho21 tshi33,行 走 行 走 到,路 来 一 奔 此
293,R,2,生 卡,"44 q0 31 thu31 z,133 md",反 复 找 出 去,再 次 去 找
