序号,页码,撒尼语读音(我方记法),汉文释义,义项数
546,23,bɔ+,①蒲箩(用草编的专用来盛饭) ②白(亮),2
547,23,bɔ+ lɯ+,光明；光亮；明亮,1
548,23,bɔ+ lɯ+ lɯ+,亮堂堂,1
549,23,bɛJ dɿ+,摔跤场,1
550,23,bɛJ ghe+ mɔ+,大力士(指摔跤者),1
551,23,bɛJ gɔ+,摔跤取乐,1
552,23,bɛJ kuA+ tʂho+,摔跤裁判员,1
553,23,bɛJ lɛJ ghɤJ tɿJ,七长八短,1
554,23,bɛJ ne+,看摔跤,1
555,23,bɛJ nɿ+ heJ,摔跤日期,1
556,23,bɛJ nɿ7 mɔ+,茨菇,1
557,23,bɛJ o7 zɛi+,暂未找到对手的摔跤者,1
558,23,bɛJ phɔJ,大力士(摔跤能手),1
559,23,bɛJ ŋuJ,斗牛(名词),1
560,23,bɛJ ʂo7 tʂhiJ,能取胜(摔跤专用语),1
561,24,bo+,①丛 ②富,2
562,24,bo+ nɛ+ bo+ ghe+ nɛ+ ghe+,又富又强；富强,1
563,24,bo7,玻(字头),1
564,24,bo7 bɯJ tʂiJ,哄小孩睡觉,1
565,24,bo7 tʂhA+ mɔ+,大钱,1
566,24,boJ,聋,1
567,24,boJ mɔ+ boJ zɔJ,粮库,1
568,24,bɔ+ ziJ ziJ,亮晶晶,1
569,24,bɔ+ zɔJ,小蒲箩,1
570,24,bɔJ,父亲,1
571,24,bɔJ,①坡(山) ②片(量词) ③划 ④稀,4
572,24,bɔJ bɔJ tʂɛi+ tʂɛi+,又薄又光滑,1
573,24,bɔJ lɔ+,号(乐器),1
574,24,bɔJ lɔ+ Vɛi+,牵牛花,1
575,24,bɔJ lɔ+ mɯ+ tʂho+,司号员,1
576,24,bɔJ nɿ+ zɔJ,薄；单薄,1
577,24,bɔJ nɿ7 ʐɯJ,脸颊,1
578,24,bɔJ pɔ+,嘴巴,1
579,24,bɔJ pɔ+ gɔJ,接吻；亲嘴,1
580,25,boJ bɿJ,盘溪(地名)，属云南省华宁县,1
581,25,boJ lɯJ lɯJ mu+,耳朵难受(专指耳朵进水时难受),1
582,25,bu+,肩,1
583,25,bu+ dziJ,官；领导人；首长,1
584,25,bu+ lɿ+ be+ lɛ+,破破烂烂,1
585,25,bu+ nɔ+,肩膀痛,1
586,25,bu+ tɛi+,牛苯,1
587,25,bu+ tʂhɛ+,肩膀；肩头,1
588,25,bu7,祖父,1
589,25,bu7 du+,腰包；衣袋,1
590,25,bu7 du+ gA7,掏衣袋,1
591,25,bu7 pe+,捆绑,1
592,25,buJ,生,1
593,25,buJ,①背(自动) ②虫,2
594,25,bɿ+,①堆(量词) ②堆(动词),2
595,25,bɿ7,①啄 ②咬(专指蛇咬),2
596,25,bɿJ,蹄,1
597,25,bɿJ ZɛiJ,大脚板,1
598,25,bɿJ du+,踪迹；足迹,1
599,25,bɿJ nɿ7,缠足,1
600,25,bɿJ pɛi+,翻蹄,1
601,26,bu+,佛,1
602,26,buJ Se+ dziJ,毛虫身上的毛,1
603,26,buJ Se+ mɔ+,毛虫,1
604,26,buJ ZiJ mɔ+,萤火虫,1
605,26,buJ bɛJ pɛi+ nɿ+,丝绸衣服,1
606,26,buJ do+ pɛi+ dɔ+,绸缎衣服,1
607,26,buJ dzɔJ,蛀虫,1
608,26,buJ dʐiJ mɔ+,蝉,1
609,26,buJ lo+ tʂhɛ+,亩竹箐(村名),1
610,26,buJ lɔ+ tʂhi+ mɔ+,①蚯蚓 ②蛔虫,2
611,26,buJ lɔ7 khɯ+ tʂe+ mɔ+,天牛(虫名),1
612,26,buJ lɛi+ mɔ+,蝴蝶,1
613,26,buJ lɿ+ dzɔJ,虫灾,1
614,26,buJ mɔ+ du+,蛹,1
615,26,buJ nA+ mɔ+,蟑螂；蚱蚂虫,1
616,26,buJ pʰi7 buJ nA+,虫子,1
617,26,buJ pʰi7 tʰo+ lɿ+ nɿ+,惊蛰(节令),1
618,26,buJ pʰi7 zɔJ,幼虫,1
619,26,buJ to7,杀虫,1
620,26,buJ tu+,小背单(背小孩用的被单),1
621,26,buJ tɯ+ ŋɔ7 zɔJ,虾,1
622,26,buJ tʂe+,携带,1
623,26,buJ tʂhi+ khɔ7 hɛ+,蚊帐,1
624,26,buJ tʂhi+ mɔ+,蚊子,1
625,26,buJ tʂhi+ tʂhA7,熏蚊子,1
626,26,buJ tʂhɛ+,蚕丝,1
627,26,buJ tʂi+,捉虫；灭虫,1
628,26,buJ tʂɿ7 mɔ+,蝉；知了,1
629,27,bu+,①饱 ②渣(砍下来的木渣) ③疮,3
630,27,bu+ hɛ+,庙；寺庙,1
631,27,bu+ mɔ+,菩萨,1
632,27,bu+ mɔ+ bu+ zɔJ,佛像,1
633,27,bu+ tsɔ+ bɛi+,供菩萨,1
634,27,buJ,①罐 ②发霉,2
635,27,buJ,①流；淌 ②倒,2
636,27,buJ,(字头，无释义),1
637,27,buJ buJ dAJ dAJ,跌跌撞撞,1
638,27,buJ dɛi+,流畅,1
639,27,buJ nɯ+,臭,1
640,27,buJ nɿ+ tʰo+,发霉,1
641,27,buJ tsɿ7,罐子；水罐；坛子,1
642,27,buJ tsɿ7 buJ gɯ+,坛坛罐罐,1
643,27,buJ tsɿ7 lɛi+ bɛJ dɤJ mɔ+,双口罐,1
644,28,mɿ+,记(忘记的记),1
645,28,mɿ7,①嫂,1
646,28,mɿ7 ZA7,饶命,1
647,28,mɿ7 bɿ+,妹夫,1
648,28,mɿ7 he+,姑嫂,1
649,28,mɿ7 thɔJ,刀,1
650,28,mɿ7 thɔJ Si7,磨刀,1
651,28,mɿ7 thɔJ SɯJ,刀刃；刀口,1
652,28,mɿ7 thɔJ bɛi+ mɔ+,马刀；长刀,1
653,28,mɿ7 thɔJ dlɯ+ pu7,刀鞘；刀壳,1
654,28,mɿ7 thɔJ gɛi+ gɔJ mɔ+,弯刀,1
655,28,mɿ7 thɔJ mɔ+,砍刀,1
656,28,mɿ7 thɔJ mɛ7,刀柄,1
657,28,mɿ7 thɔJ nɿ7 duJ mɔ+,钝刀,1
658,28,mɿ7 thɔJ nɿ7 tʂhɿ7 mɔ+,剃刀；尖刀,1
659,28,mɿ7 thɔJ o7,刀尖,1
660,28,mɿ7 thɔJ the+,刺刀,1
661,28,mɿ7 thɔJ zɔJ,小刀,1
662,28,mɿ7 thɔJ ʐɯJ,刀把,1
663,28,mɿ7 ʐɯ+ ZɛiJ,夫之大弟,1
664,28,mɿ7 ʐɯ+ zɔJ,小叔子(夫之弟),1
665,28,mɿJ,①调子 ②污垢,2
666,28,mɿJ pɛi+,污垢,1
667,29,mɤ+,地,1
668,29,mɤ+ VɛiJ,远,1
669,29,mɤ+ VɛiJ mɔ+,远方,1
670,29,mɤ+ VɛiJ mɤ+ tɤ+,千里迢迢,1
671,29,mɤ+ VɛiJ ʐo+,远处,1
672,29,mɤ+ duJ,挖地,1
673,29,mɤ+ dɤ+,面积,1
674,29,mɤ+ fɛ+,米粉,1
675,29,mɤ+ fɛi+,分田地,1
676,29,mɤ+ fɛi+,风水宝地,1
677,29,mɤ+ mɛ+,地名,1
678,29,mɤ+ mɛJ,野火,1
679,29,mɤ+ ne+ thɿJ tɛi+ tʂhɛ+,宇宙间；世界上,1
680,29,mɤ+ nɛJ,①近 ②野火,2
681,29,mɤ+ nɛJ nA7,烧野火(使动),1
682,29,mɤ+ nɛi+ mɔ+,①熟地 ②红壤土,2
683,29,mɤ+ nɛi+ mɔ+,地理先生(旧时看坟地风水的人),1
684,29,mɤ+ nɛi+ tʂho+,风水先生,1
685,29,mɤ+ nɿ7 mɤ+ leJ,田边地角,1
686,29,mɤ+ pu7,地洞,1
687,29,mɤ+ pɯ+ khɔJ pɯ+,家业；家产,1
688,29,mɤ+ pʰi+ mɔ+,平地,1
689,29,mɤ+ the+ tʂhɛ+,天下,1
690,29,mɤ+ the+ tʂhɛ+ A+ ne+ mɔ+ Zi+ thɿJ o+ lɿ7 ne+,天下乌鸦一般黑,1
691,29,mɤ+ tɛi+,灌溉；泡田,1
692,29,mɤ+ tɯ+,地区；地方,1
693,29,mɤ+ tɯ+ tʂhɛ+,世间；世界,1
694,29,mɿJ bɿ+,花样,1
695,29,mɿJ tʂi+,民歌,1
696,30,mɤ+ S?ɛi+,①扫帚 ②扫地,2
697,30,mɤ+ SeJ,①土地神 ②地热气,2
698,30,mɤ+ SeJ tɛ+,祭土地神,1
699,30,mɤ+ Si+,地主；土司,1
700,30,mɤ+ Si7,地契,1
701,30,mɤ+ SiJ phɔJ,田地的主人,1
702,30,mɤ+ bɿ+ mɔ+,空地,1
703,30,mɤ+ dɛi+,租子,1
704,30,mɤ+ dɛi+ ghoJ,交租,1
705,30,mɤ+ dɛi+ kʰɔ+,纳租；上租,1
706,30,mɤ+ dɛi+ pʰẽ+ xɔ+,减租,1
707,30,mɤ+ dʐeJ,荒地,1
708,30,mɤ+ dʐiJ,密枝节(撒尼人过的一种祭神节，时间在农历十一月份),1
709,30,mɤ+ dʐiJ Si+ mɔ+,密枝神,1
710,30,mɤ+ dʐiJ duJ,密枝林(作密枝神用的树林),1
711,30,mɤ+ dʐiJ tʂhi+,过密枝节,1
712,30,mɤ+ nɛ+,低；矮,1
713,30,mɤ+ nɛ+ tshɿ+,降低,1
714,30,mɤ+ nɛ+ zɔJ,矮小,1
715,30,mɤ+ nɛJ dɤJ,烧野火(自动),1
716,30,mɤ+ nɛi,土质,1
717,30,mɤ+ tsɿ+,地边,1
718,30,mɤ+ tsɿ+ mɤ+ leJ,田边地角,1
719,30,mɤ+ tsɿ7,交界；边界,1
720,30,mɤ+ tʂA+ mɔ+,好地,1
721,30,mɤ+ tʂe+,耙地(动词),1
722,30,mɤ+ tʂe+ tu+,耙(名词),1
723,30,mɤ+ tʂhi+,肥地,1
724,30,mɤ+ tʂhi+,地面,1
725,30,mɤ+ tʂhi+ Sɛi+,扫地,1
726,30,mɤ+ tʂhi+ mɔ+,良田,1
727,30,mɤ+ tʂhɔ+,耕地(名词),1
728,30,mɤ+ tʂhɿJ,地震,1
729,30,mɤ+ tʂi+ ʂɿ7,浇地,1
730,30,mɤ+ ʂo7 de+,垦荒；开荒,1
731,30,mɤ+ ʂo7 khɔJ dʐei+,①荒山秃岭 ②荒无人烟,2
732,31,me+,静,1
733,31,me+ Vɛi+,美伊花(山茶花的一种),1
734,31,me+ Vɛi+ phɯ+,山茶花,1
735,31,me+ me+ Sɔ+ tʂei+,万籁俱寂,1
736,31,me7,①黑穗病 ②乞(讨),2
737,31,me7 biJ,赐名,1
738,31,me7 khɯ+,雀斑,1
739,31,me7 mɔ+,牛虻,1
740,31,me7 tʂi+,雀斑,1
741,31,mɤ+ be7,米线,1
742,31,mɤ+ gu+,瘠地,1
743,31,mɤ+ gu+ mɔ+,瘦地,1
744,31,mɤ+ gu+ mɤ+ dʐei+,荒地,1
745,31,mɤ+ gɔJ,种地,1
746,31,mɤ+ khɔJ,产业；土地,1
747,31,mɤ+ khɔJ fɯJ,适应(服水土),1
748,31,mɤ+ khɔJ tʂA+ mɔ+,肥沃；肥地,1
749,31,mɤ+ tʂe7 gɔJ,赎田；赎地,1
750,31,mɤ+ tʂɛiJ mɔ+,大块地,1
751,31,mɤ+ ŋɔ+,犁地,1
752,31,mɤ+ ŋɛiJ khɔJ ŋɛiJ mɔ+,大田大地,1
753,31,mɤ+ ʐA+,翻茬,1
754,31,mɤJ,民(字头),1
755,31,mɤJ bɿ7,迷信,1
756,31,mɤJ pĩ+,民兵,1
757,31,mɤJ tshɯJ,民族,1
758,31,mɤJ tshɯJ SiJ vɯJ ui+ tʂeiJ ʑui7,民族事务委员会,1
759,31,mɤJ tshɯJ tʂeiJ ʑuJ Sɛi+,民族研究所,1
760,31,mɤJ tʂɯ+,民主,1
761,32,me+ e7 me+,寂静；肃静,1
762,32,me+ kʰeJ,美国,1
763,32,me+ zɛi+ dlɔ+,梦魇,1
764,32,meJ,兵；军人；士兵,1
765,32,meJ bu+ dziJ+,军官,1
766,32,meJ bɛiJ mɔ+,新兵,1
767,32,meJ do+,军衣,1
768,32,meJ dziJ moJ,军官,1
769,32,meJ dziJ mu7,将军；将领,1
770,32,meJ dʐoJ meJ dʐe+ mɔ+,散兵,1
771,32,meJ e7 meJ Sɔ+,万马齐喑,1
772,32,meJ gɔJ,军粮；军饷,1
773,32,meJ hɛ+,军营,1
774,32,meJ moJ mɔ+,老兵,1
775,32,meJ mu+,参军；当兵,1
776,32,meJ mu+ pe+ leJ,战友,1
777,32,meJ nɔ+ ku+ hɛ+,军医院,1
778,32,meJ nɔ+ ku+ tʂho+,军医,1
779,32,meJ o7,军官,1
780,32,meJ phɔ+,躲兵(指旧社会逃避兵役),1
781,32,meJ tɛ+,兵役,1
782,32,meJ tʂA+ lɔ7,驻军,1
783,32,meJ tʂiJ,军事,1
784,32,meJ tʂɛi+ mɔ+,军队,1
785,32,meJ tʂɿ7,征兵；验兵,1
786,32,meJ zɔJ,小兵,1
787,32,meJ ʐoJ,兵力,1
788,32,mɛ7,尾巴,1
789,32,mɛ7 pe+,尾尖,1
790,32,mẽ+,免(字头),1
791,32,mẽ+ xɔ+,罢免；免去,1
792,33,mɛ+,①阉；骗 ②熟,2
793,33,mɛ+ dlɔ+,成熟,1
794,33,mɛ+ dlɛ+,迟熟,1
795,33,mɛ+ hoJ,烂熟,1
796,33,mɛ+ neJ,早熟,1
797,33,mɛ+ thɯ7,熟透,1
798,33,mɛ+ tʂA+,熟烂(指水果熟过了头),1
799,33,mɛ7 Vɛi+,摇尾巴,1
800,33,mɛ7 pA+,翘尾巴,1
801,33,mɛ7 pu+,臀部,1
802,33,mɛ7 tʰo+,尾巴(专指畜兽类的尾巴),1
803,33,mɛ7 vɯJ tʂho+,妓女,1
804,33,mɛJ,妻子,1
805,33,mɛJ be+,求婚；说亲,1
806,33,mɛJ be+ tʰo7,订婚,1
807,33,mɛJ de7,媳妇,1
808,33,mɛJ de7 dɛiJ lɿ+ zɔJ,童养媳,1
809,33,mɛJ de7 ku+,结婚；讨媳妇,1
810,33,mɛJ de7 tʂi+ tʂi7,喝喜酒,1
811,33,mɛJ fɯ+,夫妇；夫妻,1
812,33,mɛJ gɯJ,离婚,1
813,33,mɛJ pʰi+,抢婚,1
814,33,mɛJ tʂhi+,娶亲,1
815,33,mɛJ tʂhiJ mɔ+,寡妇,1
816,33,mɛJ tʂɛiJ mɔ+,大老婆,1
817,33,mɛJ tʂɿ7 mɔ+,前妻,1
818,33,mɛi+,①名字 ②闲空,2
819,33,mɛi+ Vɛi+ Si+ pu7,嫁祸于人,1
820,33,mɛi+ biJ,取名；给名字,1
821,33,mɛi+ mɔ+,乳名,1
822,33,mɛi+ pʰɔ7,报名,1
823,34,mA7,沾糊,1
824,34,mAJ,麻(字头),1
825,34,mAJ fAJ,麻烦,1
826,34,mAJ tʂhɿ+ mɔ+,馒头,1
827,34,mAJ tʂi+,麻脸,1
828,34,mAJ tʂo7,芒种(节令),1
829,34,mɛi+ SeJ,锅烟子(锅底上的烟尘),1
830,34,mɛi+ bɛi+,长远；长期,1
831,34,mɛi+ bɛi+ mu+,长久,1
832,34,mɛi+ doJ,名誉；名声；荣誉,1
833,34,mɛi+ doJ dɿ7,诬蔑,1
834,34,mɛi+ doJ ku+ tʂʰɯJ,败坏名誉,1
835,34,mɛi+ doJ mɔJ ŋo7,不居功自傲；不图名利；谦虚,1
836,34,mɛi+ doJ tʂʰɯJ,名声臭，名声不好,1
837,34,mɛi+ dɔ+,闻名；出名,1
838,34,mɛi+ dɔ+ tʂho+,名人,1
839,34,mɛi+ dɛ7 mɛi+ vɯJ,改名换姓(指伪造名字),1
840,34,mɛi+ gɔ+,签名,1
841,34,mɛi+ nɛ+,猫,1
842,34,mɛi+ nɛ+ dʐeJ gɔJ mɔ+,花猫,1
843,34,mɛi+ nɛ+ nɔ7 pɔ+ mu+ lɿ+,木耳,1
844,34,mɛi+ tʂeJ,出殡前夜的祭奠仪式,1
845,34,mɛi+ tʂiJ,点名,1
846,34,mɛi+ tʂo7,伟人,1
847,34,mɛi+ tʂɔJ mɔ+,虚名；假名字,1
848,34,mɛi+ zɔJ,小名；乳名,1
849,34,mɛi+ ŋɛJ,①伟大 ②闻名；威望,2
850,34,mɛi+ ŋɛJ gɯJ pɯ+ mɔ+,闻名的老圭山,1
851,34,mɛi+ ŋɛJ lo+ dɛi+ mɔ+,举世闻名的石林,1
852,34,mɛi+ ŋɛJ tʰo7,流芳千古,1
853,35,mAJ dʐiJ,隐瞒,1
854,35,mɔ+,①母 ②妈妈,2
855,35,mɔ+,(字头),1
856,35,mɔ+ SiJ,颗粒,1
857,35,mɔ+ dɿJ,结果子,1
858,35,mɔ+ kheJ Si+,马克思,1
859,35,mɔ+ mɔ+ zɔJ zɔJ,母子,1
860,35,mɔ+ nɯ+,母女,1
861,35,mɔ+ tʂhɿJ,伤口,1
862,35,mɔ+ zɔJ nɿJ mɤJ,母子俩,1
863,35,mɔ+ ŋɛi+ mɔ+,继母；晚娘；后妈,1
864,35,mɔJ,不；没,1
865,35,mɔJ SA7,不知道,1
866,35,mɔJ SA7 Zi+ Si+ nɿ+,不懂就问,1
867,35,mɔJ Si7,不像,1
868,35,mɔJ SɿJ,生手；不熟练,1
869,35,mɔJ bo+,没有(童语),1
870,35,mɔJ bɔJ,多余,1
871,35,mɔJ doJ Si+ o+ gɔJ,从未见过的今天也见到了(文学语),1
872,35,mɔJ dɤJ,不能,1
873,35,mɔJ dɤJ A+,不行了,1
874,35,mɔJ loJ,不满,1
875,35,mɔJ lɔJ,不够,1
876,35,mɔJ nɿJ thɛiJ,偶然,1
877,35,mɔJ nɿJ thɛiJ Sɔ+,①万一 ②无意,2
878,35,mɔJ the+,钝,1
879,35,mɔJ thɿJ,不行,1
880,35,mɔJ tʂhi+,不断(指连续不断地流出来),1
881,35,mɔJ tʂhi7 Si+ nɿ+ tʂi7,从未遇到过的今天也遇到了(文学语),1
882,36,mɔ+,①竹 ②个,2
883,36,mɔ+ bo+,竹篷,1
884,36,mɔ+ buJ,①苦竹 ②竹虫,2
885,36,mɔ+ dli+,笋；竹笋；笋丝,1
886,36,mɔ+ dlɛ+,饱满,1
887,36,mɔ+ dʐi+,筷子,1
888,36,mɔ+ ne+,黑竹,1
889,36,mɔ+ pu7,竹筒,1
890,36,mɔ+ pu7 tʂɿ+ kʰo+,水烟筒,1
891,36,mɔ+ pʰe+,篾片,1
892,36,mɔ+ pʰɛ+,麻袋(专指粗麻线织成的麻袋),1
893,36,mɔ+ pʰɯ+,屯箩(装粮用),1
894,36,mɔ+ tʂi7,竹节,1
895,36,mɔ+ tʰo+,竹子,1
896,36,mɔJ XɛiJ,不合；不对,1
897,36,mɔJ dlɔ+,不成功,1
898,36,mɔJ gɔJ tɯ+ nɿ+ gɔJ,以前没有思念过的今天也思念了(文学语),1
899,36,mɔJ hɿ+,不剩,1
900,36,mɔJ khɔJ,无效,1
901,36,mɔJ ku7,不会,1
902,36,mɔJ kʰɔJ mɔJ dɛi+,①不三不四 ②不伦不类,2
903,36,mɔJ tʂA+,不好,1
904,36,mɔJ tʂei+,不及；不如,1
905,36,mɔJ tʂheJ mɔJ nɿJ,愚蠢,1
906,36,mɔJ tʂhi+ tɯ+ nɿ+ tʂhi+,从未到过的地方也到了(文学语),1
907,36,mɔJ tʂi+,不去,1
908,36,mɔJ tʂi+ mɔJ Si+,不死不活,1
909,36,mɔJ tʂo+,①没有 ②丧失,2
910,36,mɔJ tʂɯJ,陌生,1
911,36,mɔJ ŋo7,不要,1
912,36,mɔJ ŋɛi+,不是；不对,1
913,36,mɔJ ŋɛi+ Zi+,要不然,1
914,36,mɔJ ŋɛi+ duJ,错,1
915,37,mɔ+ bɿ+,臭虫,1
916,37,mɔ+ bɿ7,①竹纤 ②口弦,2
917,37,mɔ+ dʐA+,竹竿,1
918,37,mɔ+ gɿ7,竹笋壳,1
919,37,mɔ+ gɿ7 nɔ+,笋毛,1
920,37,mɔ+ he+,竹鼠,1
921,37,mɔ+ tʂei+,竹鸡(竹林中的一种鸟),1
922,37,mɔ+ tʂeiJ,编竹具,1
923,37,mɔ+ tʂhA7,窍门,1
924,37,mɔ+ tʂi+,金竹,1
925,37,mɔ7,教；教育；教导；指教；嘱咐,1
926,37,mɔ7 biJ,传授,1
927,37,mɔ7 dɔ7 mɔ+,高粱,1
928,37,mɔ7 dɔ7 mɛi+ Sɛi+,高粱杆做的扫把,1
929,37,mɔ7 tʂo7,纳闷,1
930,37,mɔJ,毛(字头),1
931,37,mɔJ,老,1
932,37,mɔJ,躲,1
933,37,mɔJ bẽJ,毛线,1
934,37,mɔJ guJ bɿJ bɿJ,苍老,1
935,37,mɔJ mɔ+ lo+ Si7,依旧；照旧,1
936,37,mɔJ nɛ+ bɛiJ nɛ+,新旧,1
937,37,mɔJ nɛiJ,毛呢,1
938,37,mɔJ pɛiJ,毛笔,1
939,37,mɔJ pɿ7,毛病,1
940,37,mɔJ tʂA+ lɔ+,孟加拉(国名),1
941,37,mɔJ tʂheJ tʰo+,毛泽东,1
942,37,mɔJ tʂɿ+ tʂo+,经老,1
943,37,mɔJ tʂɿJ kʰɔ+ Si+,贸易公司,1
944,38,mu7,马,1
945,38,mɔ+,抹(字头),1
946,38,mɔ+ XɛiJ,不清楚,1
947,38,mɔJ,模(字头),1
948,38,mɔJ fÃ+,模范,1
949,38,mɿ+,含,1
950,38,mɿ+,默(字头),1
951,38,mɿ+ dʐiJ,含着,1
952,38,mɿ+ pu7,墨斗,1
953,38,mɿ+ tʂi+,墨水,1
954,38,mɿ+ xɔ7,墨盒,1
955,38,mɿ+ ʐɛi+ tu+,砚,1
956,38,mɿ7,①孵 ②焖(饭) ③暖和,3
957,38,mɿ7 thɯJ lɿ+,孵出来,1
958,38,mɿJ,①扣 ②扑,2
959,38,mɿJ Vɔ7,按脉(脉诊),1
960,38,mɿJ dAJ,扑空,1
961,38,mɿJ ku+,蒙古,1
962,38,mɿJ thɯJ tʂi+,扑过去,1
963,38,mɿJ tʂhiJ,蒙住；盖上,1
964,39,mu7 bu+ nɛ+,马鬃,1
965,39,mu7 bɿJ,马蹄,1
966,39,mu7 de+ nɿ+,骑马,1
967,39,mu7 du+ mɔ+,白马,1
968,39,mu7 dɔ+,马月(农历五月),1
969,39,mu7 dɔ+ de+ ŋɔ7,端午节,1
970,39,mu7 dɿ+ tʂi+ tʂʰo+,芦苇,1
971,39,mu7 dʐAJ lɔ+ tɯ+,马鞭,1
972,39,mu7 dʐiJ dlɔ+,马蹬,1
973,39,mu7 gA7,骗马(动词),1
974,39,mu7 khɯ+,午街铺(泸西县村名),1
975,39,mu7 khɯJ,火烟,1
976,39,mu7 khɯJ olɔJ,(词义截断，未显示),1
977,39,mu7 loJ,马槽,1
978,39,mu7 loJ nɿ7,马胸带,1
979,39,mu7 lɔJ tʂi+,骡子,1
980,39,mu7 lɔJ tʰo+,骆驼,1
981,39,mu7 mɔ+,母马,1
982,39,mu7 mɔ+ zɔJ,未生育过的小母马,1
983,39,mu7 mɛ7,马尾,1
984,39,mu7 mɛ7 fA+ gɿ+ tʂi+,箩筛,1
985,39,mu7 pɔ7,公马,1
986,39,mu7 pɯ+,马厩,1
987,39,mu7 pʰeJ,水瓢,1
988,39,mu7 tɿ7 tʂe+,马缰绳,1
989,39,mu7 tʂhi+,马虎,1
990,39,mu7 tʂhi+ khɯ+,鹿角,1
991,39,mu7 tʂhi+ ʐɯJ tʂiJ thɯJ,露马脚,1
992,39,mu7 tʂhi7,马垫子,1
993,39,mu7 tʂhɔJ,马车,1
994,39,mu7 tʂi+ ghe+ ne+,驮篮(驮运工具),1
995,39,mu7 tʂi+ tʂi+,马铃,1
996,39,mu7 tʂi7 tʂA7 tu+,铡刀,1
997,39,mu7 tʂÃ+,马掌,1
998,39,mu7 tʰo+,骗马(名词),1
999,39,mu7 vɿ+,驮子,1
1000,39,mu7 zɔJ,小马,1
1001,40,mu+,①做 ②面(用粮食磨成的粉) ③的,3
1002,40,mu+ Xɯ+,勤快,1
1003,40,mu+ dʐiJ lɔ7,进行,1
1004,40,mu+ ghe+,能干,1
1005,40,mu+ gɔ+,协助；辅助,1
1006,40,mu+ ku7,会做,1
1007,40,mu+ lɛ+,好做；容易做,1
1008,40,mu+ lɛi+,情愿,1
1009,40,mu+ pɛi+,返工,1
1010,40,mu+ tʂA+,做好,1
1011,40,mu+ tʂhi+,①做到 ②到达,2
1012,40,mu+ tʂhi+ gɯ+,周到,1
1013,40,mu+ tʂi7,敢做,1
1014,40,mu+ tʂʰɯJ,做坏,1
1015,40,mu+ tʰo+,愿意,1
1016,40,mu+ tʰo7 vɿ+,商量事情(古语),1
1017,40,mu+ ʐo7,为难；难办；难做,1
1018,40,mu7 A+ dɔ+,驴,1
1019,40,mu7 ghɔJ,午(属马年),1
1020,40,mu7 gɔJ,马料,1
1021,40,mu7 gɔJ,滑马(无马鞍的马),1
1022,40,mu7 gɔJ be7 bɯ+,马料兜,1
1023,40,mu7 hAJ,马虎,1
1024,40,mu7 hɛiJ mɔ+,鹅,1
1025,40,mu7 hɛiJ mɔ+ dɔ+ mɔ+,鹅蛋,1
1026,40,mu7 khɯJ dɔ+,冒烟,1
1027,40,mu7 khɯJ dɛ+,烟雾迷漫,1
1028,40,mu7 ʐɔ+ tʂi+,鞍,1
1029,40,muJ,天,1
1030,40,muJ pʰi7 mɯ+ lɔJ,(词义截断，未显示完整),1
1031,41,muJ be+ mɤ+ be+,说胡话,1
1032,41,muJ fɛi+,天干，干旱；旱灾,1
1033,41,muJ mu+ lɔ7 khɔ+,作威作福,1
1034,41,muJ mu+ tʂA+,风调雨顺,1
1035,41,muJ mɔJ dʐ?ɿJ mɤ+ mɔJ dʐ?ɿJ,上不沾天，下不落地,1
1036,41,muJ mɤ+,天地,1
1037,41,muJ mɤ+ gɿ+ bu+,谢天谢地,1
1038,41,muJ mɤ+ ku+ dlɔ+ dʐ?ɿ+,开天辟地,1
1039,41,muJ mɤ+ pɛi+,翻天复地,1
1040,41,muJ mɤ+ thɿJ khɔ+ tʂA+,兴师动众,1
1041,41,muJ mɤ+ thɿJ tɿ7,宇宙,1
1042,41,muJ mɿ7 thɔJ kʰɔ+ xɔ+ nɿ+,处暑(节令),1
1043,41,muJ mɿ7 tʰo+ lɿ+ nɿ+,小暑(节令),1
1044,41,muJ pe7,天气变化,1
1045,41,muJ pʰi7 mɯ+ lɔJ,抛撒,1
1046,41,muJ tu7,火,1
1047,41,muJ tu7 bɔ+ lɯ+,火光,1
1048,41,muJ tu7 bɿ+,火塘(指室内的火塘),1
1049,41,muJ tu7 dɔ+,火焰；火苗,1
1050,41,muJ tu7 dɛiJ,打火,1
1051,41,muJ tu7 dɿJ,燃烧；着火(自动),1
1052,41,muJ tu7 mɯ+ tu+,吹火筒,1
1053,41,muJ tu7 mɯ+ tʂi+,熄灯,1
1054,41,muJ tu7 nA7,火烧(使动),1
1055,41,muJ tu7 tɿ7,点火；引火,1
1056,41,muJ tu7 tɿ7 tu+,灯,1
1057,41,muJ tu7 tʂA+ dʐiJ,防火,1
1058,41,muJ tu7 tʂhA+ tu+,(词义截断，未显示),1
1059,41,muJ tu7 tʂhi+,借火(专指借火种),1
1060,42,muJ duJ,打雷,1
1061,42,muJ duJ muJ mɔJ hɔ+,光打雷，不下雨(形容只说不做),1
1062,42,muJ dɿ+ mɤ+ dɿ+,(词义截断，未显示),1
1063,42,muJ dʐ?ɿ+ dɛiJ tu+,火镰,1
1064,42,muJ dʐ?ɿ+ le+,火石(一种石子),1
1065,42,muJ dʐ?ɿ+ tʂɔ+,火草(用火镰打火时作引火用的火草),1
1066,42,muJ dʐi+,风,1
